"솔뫼스포츠가 지향하는 스페인 식 축구 교육, 그 본질은 무엇인가?",laliga
[UCL 16강 2차전] 파리 생제르망 소집명단 (vs 보루시아 도르트문트),bundesliga
AS로마 참사 이후 트라우마가 생긴 거 같아요,seria
[442.quiz] '명가 부활' 인터밀란 이야기,seria
영국 프리미어 리그 티켓 - 미리 할인가에 예약하는 방법 (Feat. 와그),epl
"분데스리가 1, 2 한국 선수",bundesliga
백승호 분데스리가 데뷔골 폭발!! 골영상 하이라이트 백승호 주요 주요 장면 활약상,bundesliga
[맨시티-맨유] 맨시티 묶은 솔샤르의 수비 전술 - 중앙 봉쇄와 측면 대응,epl
"야속한 세월... 월컷, 에버턴 방출 명단 올랐다!",epl
"[스카이스포츠]뤼디거에 관심있는 바이에른 뮌헨, 도르트문트",bundesliga
"[EPL] 과르디올라가 점 찍었다!! 맨시티, 인터 밀란 3명 노린다!!",epl
[AS] 크리스티아누 호날두❌,seria
퍼거슨 맨유 전술 구현하려는데 어떤 선수들이 좋을까요?,epl
[17/18 챔피언스리그 R1] 맨체스터 유나이티드 v. 바젤,laliga
독일 함부르크 - Elbphilharmonie와 Speicherstadt 그리고 함부르크 시청사 (2019.08.09),bundesliga
과르디올라 감독 & 라포르트 웨스트햄과의 경기 후 인터뷰,epl
<2020년 3월 14일 분데스리가> 도르트문트 vs 샬케,bundesliga
"[챔피언스리그 프리뷰] 안필드에서 열리는 EPL선두, 리버풀 대 분데스리가 2위, 바이에른뮌헨의 16강 1차전",bundesliga
발편한 축구화(케빈 데브라위너)가 신는 모델,epl
"[2019/20 라리가] 24R, 발렌시아 vs AT 마드리드 매치 리뷰",laliga
크리스티아누 호날두 6년 동안 프리킥 성공률은 단 5%?,seria
"기성용과 결별 앞둔 뉴캐슬유나이티드, 미드필더 벤탈렙 영입",epl
"[유니폼 프리뷰] 세리에A 전통명문 나폴리, '역대급' 디자인 유니폼 공개!",seria
독일 유학한 부천 신인의 프로 데뷔 꿈,bundesliga
"‘아자르 선발’ 레알 마드리드, 셀타 비고와 경기서 유니폼 주목받는 이유?…“중국 힘내”",laliga
"바르셀로나, 수아레즈 백업 공격수 영입 리스트 5명···요렌테, 모라타, 피아텍, 고메즈, 베르너",laliga
2019-20 세리에 A 21R 로마 v 라치오 후기,seria
"'로마의 황제' 프란체스코 토티 ""다른 팀으로 이적? 로마서 내가 이룬 모든 것들을 지우는 것과 같았어""",seria
KFA 라이센스 팩 License Pack 2.4,laliga
분데스리가 프라이부르크 유니온베를린 뮌헨글라드바흐 도르트문트 3월7일~8일 해외축구분석,bundesliga
난 빈민가에서 태어났다-크리스티아누 호날두,seria
2020년 1월 7일 세리에 A 나폴리 vs 인터밀란,seria
[이탈리아 배낭여행] - 3일차. 소렌토에서 이탈리아 남부도시의 꽃 포지타노로,seria
[카를로스 카르피오]포체티노는 레알의 차기 감독 유력 후보,laliga
#스페셜 원 조세 무리뉴 _ UEFA 역사상 최고의 감독,epl
"[김현민] 분데스리가는 나치의 악행을 기억하고, 반성하고 있다",bundesliga
"'SON-케인 없는' 무리뉴, ""박스 안에 상어가 없어..그래도 태도는 환상적""",epl
첼시 에버튼 레반테 그라나다 8일 프리미어리그중반부시작,laliga
"[TIP] 마드리드 현지인이 알려주는,레알 홈경기 티켓 싸게 사는 법!",laliga
라치오 팀 hot+3 크레스포 vs hot+5 임모빌레,seria
"마누엘 노이어, 토마스 뮐러, 다비드 알라바 이적 or 재계약? 그들은 '퇴물' 인가?",bundesliga
도르트문트 엘링 홀란드 챔피언스리그서 진가 드러낸 명장면,bundesliga
"루크 쇼, “EPL 재개 못 하면 무효, 시즌 다시 시작해야 한다”",epl
"미노 라이올라 : 엘링 홀란드, 잘 생각했다",bundesliga
기성용 레알베티스..덜덜,laliga
"EPL 5R. 리버풀 토트넘, 첼시 카디프, 맨시티 풀럼, 토트넘 리버풀 중계 프리뷰 (feat. 손흥민 개인기...",epl
첼시 시절 아자르 간지짤,laliga
"램파드 ""EPL 클럽들, 챔스에서 황금시대 열 것""",epl
1월 26일 우리카드 삼성화재 / KGC인삼공사 IBK기업은행 / AT마드리드 레가네스 / 축구승무패,laliga
"데이비드베컴, 지네딘지단 프레데터 19+ 한정판",laliga
프리미어리그중계 요즘 볼만하네!,epl
램파드&드록바의 EPL 빅6 상대 득점,epl
[Note] 루시앙 파브르의 보루시아 도르트문트,bundesliga
현재 epl에서 가장 부유한 팀이된 뉴캐슬,epl
"레알 마드리드, 네이마르-아자르-레반도프스키 동시 영입 노린다",bundesliga
"지동원, 첫 골 세리머니하다 '악'…'황당 부상' 사례들",bundesliga
[바르셀로나여행] FC 바르셀로나 구장 캄프 누(Camp Nou) 투어,laliga
"2019-2020시즌 잉글랜드 프리미어 리그 개막! 여름 이적시장 마감, 통큰 이적료 지불한 EPL 클럽들!!",epl
"넥센타이어, 코로나19 극복 위해 대한적십자사에 2억원 기탁",epl
[개똥이 EPL#1]레스터 시티 vs 아스톤 빌라 분석 프리뷰,epl
"즐라탄, 새로운 축구화 브랜드와 계약 임박?",seria
2월 3일 분데스리가 파더보른 볼프스부르크 축구분석,bundesliga
헤르타 베를린 선수한명 코로나 확진,bundesliga
[한국 축구] 벤투는 구자철을 왜 중용하는가?,bundesliga
[분데스리가2] 함부르크SV vs 잉골슈타트 골영상(feat 황희찬),bundesliga
뉴캐슬과의 FA컵 일정 확정,epl
[닐 저스티스] - 뉴 갈락티코를 선언한 플로렌티노 페레즈 회장,laliga
"메시 호날두의 상, 발롱도르란? FIFA올해의 선수상과 차이는 무엇일까:)",seria
라이프치히로 임대간 앙헬리뇨,bundesliga
"나겔스만 선임한 RB 라이프치히, 분데스리가 1위 기록중",bundesliga
"[무린요감독모드]무직이였던 조세 무린요,셰필드 유나이티드로 감독직 복귀",epl
뉴캐슬 유나이티드 마이크 애슐리 구단주 결국 3억 파운드에 구단 매각하다,epl
2월 8일 프랑크푸르트 아우크스부르크 축구분석,bundesliga
"[분데스리가] 라이프치히 : 호펜하임, 연승 이어갈 팀은?",bundesliga
11월 4일 독일 분데스리가 아우크스부르크 샬케,bundesliga
"[스포르트] FC 바르셀로나, 첫 코로나 확진자 발생",laliga
에이바르 소시에다드 / 발렌시아 아탈란타 / 라이프치히 토트넘 / 레알소시에다드 토튼햄 라리가 UCL 경기...,laliga
"제노아 우디네세 칼초 , 레체 사수올로 칼초 11월 3일 예상 및 유럽축구일정",seria
맨유 퍼거슨경 과 벤츠 S클래스,epl
세리에[17ROUND] 우디네세 대 칼리아리,seria
"영국 프리미어리그, 이르면 6월 7일 재개 유력",epl
SS 라치오에서 화려한 부활에 성공한 치로 임모빌레,seria
왕실 나라 태국 국왕 이시국 독일 여행 난리 (지금은 돌아왔다고),bundesliga
[+환불 관련 추가] FC바르셀로나 코로나 바이러스 관련 티켓 환불 공식 입장!,laliga
[보스니아 폭격기] 에딘 제코 _Edin Dzeko,seria
스페인 유소년 시스템의 5 요소,laliga
FM 2020으로 보는 2020-21시즌 리버풀 선발라인업 예측,epl
"[BBC] 오늘의 해외축구 가십 : 해리 케인, 조세 무리뉴, 마우리시오 포체티노, 지네딘 지단...",laliga
"전설, 크리스티아누 호날두 -1-",seria
19-20 시즌 EPL 28R 토트넘vs울버햄튼 리뷰,epl
18-19 시즌 스페인 라리가 LaLiga 결산,laliga
[MUSEUM IN THE BLOG] 이제는 사라진 불린 그라운드 주변에서 만난 웨스트햄 유나이티드...,epl
"손흥민 부상, 영국 축구직관! 급 취소했어요 발열담요 , 히템",epl
자기앞의 生 - 에밀 아자르,laliga
'코로나19'에 세리에A도 멈춰...,seria
"♡ 이탈리아 프로축구 선수 다니엘레 루가니 코로나19 확진, 호날두는?",seria
바르셀로나여행 코로나 상상도 못했던 그날 : 한식당 르 안나(現 베고파) 찾아서,laliga
[ 해외축구 ] 세리에A 분석 : 제노아 CFC vs 칼리아리 칼초,seria
"피파 온라인 4, 세비야 스쿼드 HOT 치로 임모빌레 5강 첫번째 쿼드라 득점",seria
"'너도 나도' 원하는 우파메카노, 맨유·맨시티도 영입 경쟁 합류",epl
스페지아 브레시아칼초 세리에B 분석 5월10일,seria
"독일산 FC 바이에른 뮌헨 유니폼(어웨이), No.25 토마스 뮐러",bundesliga
[RN] 제이든 산초 - 맨체스터 유나이티드 ❌,bundesliga
SON 토트넘 주관 4개상 싹쓸이,epl
판 할의 전술 노트 Ⅰ,bundesliga
"토트넘 레비 회장, 포체티노 감독 잔여 연봉 130억 삭감 요청",epl
프라이부르크 뮌헨 직관/분데스리가 직관/ 독일축구,bundesliga
득점왕 레반도프스키 등 15시즌 분데스리가 추천 선수,bundesliga
"유럽 코로나-스페인 발렌시아(이강인 소속), 이탈리아 축구 원정 경기 후",seria
"첼시, 캉테 이적료로 '931억' 책정…유벤투스 영입전 나선다",seria
"토트넘, BBC 편파 보도로 고소....""뤼디거 편들며 SON 인종 차별 언급 안해""",epl
코로나19로 인해 ‘모친상’ 당한 바르사·맨시티 이끈 펩 과르디올라,epl
바르셀로나 캄프누 직관 후기! FC바르셀로나 vs 비야레알(현장구매)(메시영접),laliga
"[선수 소개] 레알 마드리드 19세 유망주 ""세사르 헬라베르트""",laliga
최근 3번의 레반테 원정에서 득점하고 있는 이스코,laliga
"프리미어리그, 여름 이적시장 마감일 원상 복구…9월 종료",epl
영국축구유학 리버풀대학교 MBA Football Industries 소개,epl
19-20 인터밀란3rd 구매,seria
독일축구협회 자료 - 축구 패스 각도 및 날카로움의 중요성,bundesliga
해외축구직관 토트넘 경기보러 왔습니다!! feat.영국축구여행,epl
도르트문트 샬케 독일 분데스리가 3월 14일,bundesliga
레알 마드리드 카림 벤제마가 호랑이 사진으로 입방아에 오르다,laliga
"세리에A, 코로나19 확산으로 결국 중단...2차 세계대전 후 처음",seria
2019/2020 영국 프리미어리그 16라운드 토트넘 번리 경기 예매 및 좌석 상황 + 토트넘 첼시 경기 좌석상황,epl
[ENG'29] 레스터 시티 VS 아스톤 빌라 분석 프리뷰,epl
[토트넘 vs 번리] 손흥민과 무리뉴의 전술,epl
'19살' 리오넬 메시 VS 레알 마드리드.gif,laliga
토끼와나연의 클럽팀 맞추기! 17-18 승점 100점 맨체스터 시티(피파4 맨시티 등번호),epl
독일 분데스리가 FC 쾰른 프로 축구 인제 양성 프로젝트 모집합니다.,bundesliga
AS로마 2020-21 홈 · 어웨이 · 써드 유니폼 유출,seria
"[해외축구] 2월 29일~3월 1일, 에이바르 레반테, 브라이턴 크리스탈, 라치오 볼로냐, 도르트문트...",laliga
"[리가] 레알 마드리드 vs 셀타 비고, 토니가 불지피고 산티 미나가 꺼버린 희망 ㅠ",laliga
[EPL 24R] 울버햄튼 VS 리버풀 review,epl
플스유저인데 백승호선수 페이스 패치되어잇나요?,bundesliga
zbrush_3D_1718 레알마드리드 호날두 작업,seria
그라나다~세비야 2020.01.19-01.22,laliga
"[오피셜] 세비야B, 빌랄 부토바 영입",laliga
"미키타리안 영입 두 차례 거절... AS 로마, 대안은 'FA' 페드로!",seria
유명 축구선수 이름을 캘리그라피 폰트로~,bundesliga
세비야 오사수나 / 빌바오 비야레알 2020년도3월1일 라리가 스포츠프리뷰,laliga
이탈리아 프로축구 세리에A 유벤투스 루가니 코로나19 확진,seria
"[영국워홀] D+243 이탈리아/베니스 3일차/리도섬, 베네치아카니발(2018.02.06.화)",seria
"[축구] ‘오스트리아 좁다’ 황희찬, EPL-분데스리가 러브콜 ‘유로파 활약 덕분’",bundesliga
"U-17 남자대표팀, 바이에른뮌헨 U-19와의 경기서 2-0 완승",bundesliga
"'중국 호날두' 우레이, 발렌시아전 72분 활약상",laliga
[호날두][2차] 100출 프로젝트 3차배팅,bundesliga
루카쿠 추천 시즌,seria
lh루카쿠+5 후기,seria
엘링 홀란드 앞으로가 기대되는 거대유망주,bundesliga
"[피파온라인4] 20TOTY-N 카림 벤제마 (20 토티노미니 벤제마,20TY 벤제마) 영입 및 짧은 후기",laliga
세비야 AS 로마 유로파리그 16강 1차전 경기 프리뷰 하겠읍니다,seria
상대 선수 '바지' 내려 퇴장당한 공격수 에딘 제코 (영상),seria
FC 바르셀로나 캄프누(Camp Nou) 경기장 가는 방법 & 경기 즐기기,laliga
"몇 십년간 못볼 영국 축구 국가대표팀 이야기,그리고 한국전",epl
밀라노 - 서울 특별운항기 투입에 관하여..,seria
FM2020모바일 전술 - 왓포드 리그우승 챔스준우승 (2탄),epl
14-15 시즌 레버쿠젠 셔츠의 숨겨진 비밀 (Feat. 13-14 시즌 레버쿠젠),bundesliga
21세기 유럽 축구선수-4.독일-21세기 Muller 토마스 뮐러,bundesliga
"고소당한 크리스티아누 호날두, 성폭행 의혹",seria
"속보) [오피셜] '호날두가 온다' 유벤투스, 7월 26일 팀 K리그와 서울서 맞대결 (우리형이 방한을?)",seria
01:30 분 해축 나만의 분석,bundesliga
"'호날두, 퍄니치, 콰드라도, 슈체스니, 임모빌레, 루이스 알베르토, 아체르비, 테오 에르난데스, 데 브리...",seria
[파브리지오 로마노] 피오렌티나 공격수 두산 블라호비치 코로나 양성 판정,seria
[공홈] 19/20 골든슈 경쟁 진행상황 : 임모빌레 선두,seria
[버스]2019-20 EPL 7R 셰필드 유나이티드 vs 리버풀,epl
♣가난도 심장병도 막지 못한 그의 의지! 세계 최고가 되다! 축구선수 '크리스티아누 호날두'♣,seria
피파20 피를로 페이스 번호좀 알려주세요,seria
독일워킹홀리데이+57(Europcar 빌린 후기),bundesliga
바르셀로나 캄프누 투어 문의드려요...ㅠㅠ,laliga
"이강인, 끝내 U-23 합류 불발",laliga
[챔피언스리그-프리뷰] 인터 밀란 vs 보루시아 도르트문트(인테르 vs 돌문),bundesliga
"막스 아론스(Maximillian James Aarons), EFL 올해의 영플레이어상 수상자, 노리치 시티의 유망주",epl
로마를 떠나는 다니엘레 데 로시,seria
미하엘 뮐러 기술발전위원장 “지도자 교육이 열쇠다”,bundesliga
[이슈]'유벤투스' 다니엘 루가니 코로나 확진 세리에A 비상,seria
"기성용과 결별 앞둔 뉴캐슬유나이티드, 미드필더 벤탈렙 영입",epl
베를린_ 바이에른 뮌헨 vs 헤르타 BSC 베를린 분데스리가 경기 관람,bundesliga
"[김현민] 레버쿠젠의 '영원한 No.11' 키슬링, 마지막 불꽃 태운다",bundesliga
이탈리아 골잡이- 치로 임모빌레,seria
"세리에C 선수, 코로나19 확진 판정…유럽 프로축구 첫 사례",seria
메시 vs 마라도나 (스탯비교) +이번 라리가우승팀결정규칙에 소견,laliga
4월 6일 독일 분데스리가 볼프스부르크 하노버 샬케 아인트라흐트 프랑크푸르트,bundesliga
"'완다vs시메오네' 역대급 매치?... AT마드리드, 이카르디와 접촉",laliga
[AS] 크리스티아누 호날두❌,seria
16-17 레스터시티 풀 유니폼,epl
현재 epl에서 가장 부유한 팀이된 뉴캐슬,epl
"손흥민 골, 그리고 조세 무리뉴",epl
"'루카쿠 2골' 벨기에, 파나마 3:0 완파",seria
"프랑스 대입시험 취소…EPL ""5월 재개 불가""",epl
"마요르카 VS 에이바르, 기성용 후반 교체 출전 및 라리가 데뷔!!",laliga
한국 vs 콜롬비아 축구 국가대표 평가전 TV 중계 및 선수 명단,seria
임모빌레>우리팀,seria
리버풀 vs AT마드리드 3월12일,laliga
